ID,Title,Geek_Rating,Avg_Rating,Num_of_Voters,BGP_Price,Price,Year,Complexity,Min_Players,Max_Players,Min_Time,Max_Time,Min_Age,Type1,Type2
3376,The Company War,5.507,5.99,42,,,1983,2.2,2,4,60,180,10,Wargames,
6005,Korea: The Mobile War,5.507,5.85,69,20.2,,1987,3.17,2,2,240,240,12,Wargames,
74309,"The South Seas Campaign, 1942-43",5.507,5.91,35,58.04,,2011,2.75,1,2,240,240,12,Wargames,
8388,Napoleon's Later Battles I,5.507,5.83,51,,,1992,2.75,1,2,240,240,12,Wargames,
860,Scotland the Brave,5.507,5.9,59,,,1998,2.31,2,2,120,240,12,Wargames,
4625,Millennium: The Era of Invasion,5.507,6.15,48,,,1981,3.1,2,2,300,300,12,Wargames,
173931,Holy Roman Empire: The Thirty-Years War,5.507,5.86,52,,,2015,3.5,2,6,60,300,12,Wargames,
11476,The Atlanta Campaign: Bald Hill and Ezra Church,5.507,5.86,60,,,1993,2.38,2,2,120,300,12,Wargames,
18945,"Downfall: If the U.S. Invaded Japan, 1945",5.507,6,48,26.95,,2005,2.57,1,2,360,360,14,Wargames,
,Homeworld Fleet Command,5.507,5.79,72,,,2023,3.33,1,4,,,,Wargames,
218460,Giant UNO,5.507,5.69,100,,,2015,1,2,10,,,7,,
23402,Die unendliche Geschichte,5.507,5.93,65,,,1987,1.83,2,8,,,8,,
,Valhalla Lemmings,5.507,6.14,43,,,2021,1,2,6,,,,,
178028,Sort it Out!,5.507,5.75,112,,,2009,1,2,4,,,12,,
41326,Curious George: Discovery Beach Game,5.507,5.88,58,,,2008,1,2,4,,,3,Children's,
,Golden Snitch: Snitch Snatcher â€“ The Quidditch Game,5.507,5.76,88,,,,2.5,2,2,,,7,,
,Call of Nature,5.507,5.92,43,,,2003,1,3,6,,,8,,
,Mr. Lincoln's War: Army of the Potomac,5.507,6.49,33,,,1983,3.2,1,2,,,12,Wargames,
,"Second Kharkov: Strike & Counterstrike, May 1942",5.507,6.2,30,,,2011,1.75,2,2,,,,Wargames,
202516,Blank Marry Kill,5.507,6.13,61,,,2017,1,3,10,,,,,
53,Brauerei,5.507,5.89,43,,,1996,2.5,3,6,,,14,,
130185,Speedy Recall,5.506,5.89,38,,,2012,1,2,6,5,5,6,,
255651,Pocket Dragon,5.506,5.68,89,,,2018,1.33,2,2,5,7,8,,
,3 Minute Crazy CafÃ©,5.506,5.67,88,,,2023,1,2,6,9,9,7,,
5019,Buggo,5.506,5.74,58,12.75,,2000,1.13,2,8,10,10,5,Children's,
202896,Package!?,5.506,5.93,74,15.26,,2017,2.2,2,4,5,10,8,,
160545,Crazier Eights,5.506,6.34,45,17.5,,2014,1,2,4,10,10,10,,
244609,Flick Fleck,5.506,6.5,72,19.99,,2018,1,1,4,10,10,4,,
27061,Mosquito,5.506,5.95,43,21.01,,2009,1,2,4,10,10,6,Children's,
131163,Ghost Hunt,5.506,5.81,53,35.2,,2011,1.2,1,,10,10,5,,
1735,Evade,5.506,5.68,77,,,1971,1.45,2,2,10,10,12,Abstract,
,MiniMatch,5.506,5.97,33,,,2009,1,2,5,10,10,3,,
107583,Ding!,5.506,6.05,48,,,2024,1,2,7,10,10,8,,
,O Que O QuÃª,5.506,6.16,31,,,2023,1,2,5,10,10,6,,
148814,Boom Boom,5.506,5.78,48,,,2013,1,2,4,10,10,5,,
,Hans im GlÃ¼ck,5.506,6.02,31,,,2019,1,2,4,5,10,6,,
,Pom Pom,5.506,6.06,37,,,2011,1.2,2,6,10,10,6,,
,MÃ¶bi,5.506,5.76,71,,,2015,1.25,1,6,10,10,7,,
,Peek & Push,5.506,6.39,33,,,2018,2,2,2,5,10,10,,
,TOPPEN,5.506,5.8,43,,,2013,1.5,2,2,5,10,6,,
118294,Distraction,5.506,5.89,57,,,2012,1.2,2,6,10,10,8,,
2943,Lepanto,5.506,5.83,71,,,,1.8,2,4,10,10,10,,
3946,Pyramid,5.506,5.82,56,,,1978,1.43,2,2,10,10,8,Abstract,
,Banda,5.506,5.84,37,,,1973,1,1,2,10,10,9,Abstract,
,YotÃ©,5.506,5.86,66,,,,1.5,2,2,10,10,7,Abstract,
,Little Association,5.506,6,30,,,2012,1,2,4,10,10,2,,
30010,Ninja Sen So,5.506,6.36,35,,,2007,1.71,2,6,10,10,10,,
145911,Desktopia,5.506,5.93,35,,,2013,1.5,1,4,10,10,7,Family,
4607,Omnigon,5.506,5.86,45,,,1988,1.8,2,2,10,10,,Abstract,
31159,Piratatak,5.506,5.62,419,10.96,,2008,1.17,2,4,15,15,5,Children's,
116849,Rimtik,5.506,6.04,48,13.5,,2011,1.8,3,8,15,15,10,,
172940,Suspend Junior,5.506,5.79,48,,15.59,2014,1,1,4,15,15,4,,
,Night Knight,5.506,6.14,48,,17.56,2024,1,3,6,15,15,6,,
92879,Clumsy Witch,5.506,5.78,49,25,,2011,1.25,2,4,15,15,5,,
173338,Pollen,5.506,5.71,42,31.97,,2015,1.8,2,2,15,15,8,,
,Panik Pilze,5.506,5.98,30,,,2015,0,2,4,15,15,7,,
35674,Arktia,5.506,5.6,140,,,2008,2.31,2,4,15,15,12,Abstract,
269573,Dracarys Dice,5.506,5.7,138,,,2018,1,2,5,10,15,10,,
,Halli Galli Twist,5.506,6.24,41,,,2023,1.33,2,4,15,15,7,,
,Light Seeker,5.506,5.72,54,,,2024,1.67,2,2,5,15,,Abstract,
,Bamboozled,5.506,5.74,89,,,2019,1,2,8,5,15,8,,
,Sabacc,5.506,5.69,256,,,2019,1.29,2,8,5,15,10,,
90968,Knock Your Blocks Off,5.506,5.73,85,,,2011,1.17,2,4,15,15,8,Children's,
269624,Barnyard Bunch,5.506,5.84,71,19.99,,2019,1,2,4,5,15,4,Children's,
181089,Raben schubsen,5.506,5.8,51,,,2015,1,2,2,10,15,5,,
,Das Ligretto FuÃŸballspiel,5.506,5.79,56,,,2012,1.33,2,6,15,15,8,,
,ä¹ä¹ã‚¸ãƒ£ãƒ³ (KUKUJAN),5.506,6.2,30,,,2022,0,2,4,10,15,6,,
,Tatamokatsu,5.506,5.91,84,,,2020,1,2,5,15,15,8,,
149078,Light Line,5.506,5.71,69,,,2013,1,1,8,15,15,5,,
13295,Sorry! Card Revenge,5.506,5.79,114,,,2004,1.17,2,4,15,15,6,,
145793,Dungeon Attack!,5.506,6.38,32,,,2013,1.33,1,4,15,15,10,,
15559,Quak,5.506,5.72,58,,,1994,1,2,4,15,15,4,,
288019,Mirror Garden,5.506,6.37,68,,,2019,1.6,2,4,15,15,7,,
,Disney Cookie Swap Game,5.506,5.97,31,,,2021,0,2,5,15,15,6,,
209737,The Fairy Game,5.506,5.8,63,,,2016,1,2,4,15,15,5,,
,ErbsenzÃ¤hlen,5.506,6.01,39,,,2018,1.25,2,5,10,15,6,,
613,Overboard,5.506,5.7,85,,,1977,1.8,2,2,15,15,8,Abstract,
,Å°rcsempÃ©szek,5.506,6.12,37,,,2016,2.4,2,6,10,15,7,,
32004,Chaos,5.506,5.78,79,6.75,,1970,1.33,2,4,20,20,8,Abstract,
9420,Hear 'N Seek,5.506,5.87,34,6.95,,2004,1,2,6,20,20,5,Children's,
153077,Kakerlakentanz,5.506,5.68,90,11.15,,2014,1,2,6,10,20,6,,
10809,Immer oben auf!,5.506,5.91,31,15.2,,2004,1,3,5,20,20,5,,
,Glom,5.506,6.16,39,,19.99,2023,2.67,1,6,5,20,8,,
208360,Venture Party,5.506,5.95,44,,21.84,2017,1,3,7,10,20,13,,
,Atlantic Robot League,5.506,6.16,41,,28.95,2022,1.5,2,5,20,20,12,,
126159,Mausgetrixt,5.506,5.98,44,32.92,,2012,1,2,4,20,20,5,,
27949,Sortie,5.506,5.83,53,34.95,,2007,1.5,2,6,20,20,8,Wargames,
66416,The Crow and the Pitcher,5.506,5.6,72,,,2010,1.75,3,4,20,20,12,,
128910,Pyramid Raiders,5.506,5.85,41,,,2012,1.67,3,6,20,20,12,,
3338,Nimm's Leich!,5.506,5.85,48,,,1997,1,3,6,20,20,10,,
,A Fistful of Daisies,5.506,5.95,38,,,2020,1,2,4,20,20,6,,
,America's Main Street,5.506,5.86,39,,,2022,1,1,5,10,20,4,,
127505,Buffalo,5.506,5.89,74,,,2012,1.6,2,8,20,20,14,,
7185,Weapons & Warriors: Power Catapult Set,5.506,5.84,52,,,1994,1.33,2,2,20,20,7,,
,Unnamed Farm Organisms,5.506,6.05,33,,,2018,1,2,7,15,20,6,,
243707,Fat Fish,5.506,5.72,89,,,2018,1,2,6,20,20,8,,
,Batman: Poker gegen Joker,5.506,5.98,34,,,1989,1.67,2,2,20,20,9,,
151215,Cat & Chocolate: Business Is Business,5.506,5.88,51,,,2010,1.25,3,6,20,20,8,,
286,Machiavelli,5.506,5.66,134,,,1940,1.63,2,6,20,20,6,,
,Animotion,5.506,5.73,83,,,2014,1,3,8,20,20,8,,
194974,DAWAK,5.506,5.86,51,,,2016,1,3,7,20,20,10,,
239940,Fishing for Words,5.506,5.76,60,,,2017,1.2,2,4,10,20,8,,
,SenbaZuru,5.506,6.17,32,,,2021,1.5,2,2,15,20,10,,
,Gelatinous,5.506,5.66,84,,,2020,1,3,6,20,20,,,
,Pipe Work,5.506,5.88,34,,,2016,1,1,4,20,20,6,,
,SÃ¡rkÃ¡nytojÃ¡s,5.506,5.72,60,,,2013,1.57,1,12,20,20,8,Abstract,
2730,Quadwrangle,5.506,5.78,42,,,1983,1.3,2,2,20,20,6,,
189816,Taco Takeover,5.506,5.87,56,,,2015,1,2,4,20,20,6,,
220721,Star Plus,5.506,6.23,53,,,2017,1.33,2,6,20,20,7,,
,Desert Pack,5.506,6.02,31,,,2020,1.5,2,3,20,20,8,,
261449,Sugar Blast,5.506,5.64,106,,,2020,1.2,1,4,20,20,8,,
,Speed Letters,5.506,6.07,30,,,2021,1,2,5,20,20,7,,
27857,Blindside,5.506,5.76,37,5.95,,2011,2.5,2,2,25,25,10,Abstract,
277434,Liski: Ojojanie,5.506,5.79,85,,,2019,2.33,1,5,25,25,10,,
191205,The Ants Go Marching,5.506,5.98,37,,,2016,1,2,4,25,25,5,,
,Numeracy Legends and The Zerda Fox,5.506,5.95,30,,,2017,1,2,4,10,25,5,,
32004,Chaos,5.506,5.7,72,6.75,,2007,1.5,2,2,30,30,8,Abstract,
333,Waterworks,5.506,5.55,2161,12.99,,1972,1.21,2,5,30,30,8,Family,
217671,Mag-O-Mag,5.506,5.93,91,,14.95,2017,1,2,4,30,30,8,,
,16 Candies,5.506,6.41,30,,14.99,2024,1,2,4,15,30,8,,
119639,Heap,5.506,5.66,128,15.26,15,2012,1.89,2,4,30,30,10,,
497,Vampire,5.506,5.66,135,23.99,,2003,1.23,2,4,30,30,8,,
142653,IncrediBrawl,5.506,5.67,111,27.58,,2014,1.57,2,4,30,30,8,,
6902,Tetris,5.506,5.71,100,29.27,,1989,1.56,2,2,30,30,7,Abstract,
13863,Junta,5.506,5.87,37,31.99,,1975,1,2,2,30,30,8,Abstract,
153484,Hedbanz Act Up!,5.506,5.85,54,,35,2013,1,2,6,30,30,8,,
,Las Vegan,5.506,5.64,207,,,2022,1.38,2,5,30,30,10,,
18590,RPGQuest,5.506,8.44,51,,,2005,2,3,7,30,30,8,Children's,
2942,Admirals,5.506,5.65,210,,,1972,1.7,2,2,30,30,7,,
168535,Mops Royal,5.506,6.12,34,,,2014,1,2,4,30,30,8,,
,Star Wars: Timeline Twist,5.506,5.82,44,,,2023,1,2,6,20,30,8,,
60316,Numeri,5.506,5.78,56,,,1973,1.4,2,4,30,30,7,,
36538,Dracula: El Vampiro del Castillo,5.506,6.08,49,,,1986,1.75,2,4,30,30,,,
22344,Fatal Rendez Vous,5.506,5.88,50,,,2006,2,5,20,30,30,8,,
,Card Game: The Card Game,5.506,6.66,32,,,2020,2,2,5,15,30,14,,
200115,Rollers,5.506,5.78,118,,,2016,1,2,5,15,30,8,,
136283,Memento,5.506,5.81,45,,,2013,2,2,5,30,30,10,,
5030,No Respect: Rodney Dangerfield's Game,5.506,5.75,48,,,1985,1.25,2,4,30,30,8,,
,Color Code,5.506,5.83,56,,,2021,1,2,6,30,30,10,,
3465,Black Hole,5.506,5.66,108,,,1978,1.7,2,2,30,30,10,Wargames,
252165,Role Quest,5.506,8.09,39,,,2018,1.44,3,6,20,30,14,,
,Entropia: The Game,5.506,6.12,49,,,2019,1.5,1,5,15,30,10,,
220198,BOLD,5.506,5.73,110,,,2016,1,2,4,10,30,7,,
142859,The Offensive Band Name Generator,5.506,6.11,33,,,2014,1,3,20,30,30,17,,
,Memorable Stories,5.506,6.2,32,,,2014,1,3,8,30,30,8,,
,Carpniches,5.506,6.17,32,,,2025,2.5,2,2,10,30,8,,
224454,Numeracy Legends and The Rainbow Unicorn,5.506,6.03,35,,,2017,1,1,4,12,30,4,,
,Alan and Bobby's Block and Guess,5.506,5.82,42,,,2024,1,3,8,30,30,8,,
234473,Coral Reef,5.506,6.09,49,,,2017,1,2,4,10,30,4,,
,UNO: Jurassic World,5.506,5.79,38,,,2017,0,2,10,30,30,7,,
2806,U-Boat,5.506,5.85,84,,,1959,2.18,2,6,30,30,12,Wargames,
259554,Spoilers: Popcorn Edition,5.506,5.9,70,,,2018,1,2,10,15,30,14,,
43489,Politix,5.506,5.66,94,,,2009,1.4,2,6,30,30,10,Family,
19971,Tuppen,5.506,5.74,85,,,,1.57,2,8,5,30,10,,
,HECK: A Tiny Card Game,5.506,6.11,33,,,2019,2,2,4,15,30,14,,
7232,Initial D,5.506,5.67,51,,,2003,2,2,2,30,30,8,Customizable,
,Tranglar,5.506,6.85,34,,,2021,1.67,2,2,15,30,8,Abstract,
,Oh Fruck!,5.506,6.15,39,,,2018,0,2,6,10,30,12,,
40388,Dictator. Control,5.506,5.95,44,,,2005,2.75,2,4,30,30,,Wargames,
,Panda Rei,5.506,5.81,42,,,2024,1,2,5,25,30,8,,
900,City,5.506,5.61,121,,,1988,1.63,2,6,30,30,8,,
,Fette FÃ¼nfzehn,5.506,5.85,35,,,2003,1.2,2,4,30,30,8,,
162288,Nightlight,5.506,5.9,68,,,2014,1.13,1,4,30,30,12,,
23570,Napoleon,5.506,5.96,38,,,1975,1.5,2,2,30,30,12,Abstract,Wargames
4568,Racko Plus,5.506,5.72,85,,,2001,1,2,4,30,30,8,,
,UNO: One Piece,5.506,6.29,30,,,2003,0,2,10,30,30,7,,
,Meme vs 100cia,5.506,6.3,30,,,2021,1.25,2,6,15,30,14,,
2198,Ergo,5.506,5.91,75,,,1977,1.75,2,2,30,30,10,Abstract,
179304,Fisticuffs!,5.506,6.14,44,,,2015,1,4,6,15,30,12,,
,Imposter!: The After-Dinner Mystery Game,5.506,6.12,31,,,2019,0,3,16,30,30,8,,
,Smiles & Daggers,5.506,5.95,45,,,2018,1.5,3,6,20,30,10,,
113311,Ghost Pirates,5.506,5.84,56,,,2012,1.43,2,2,30,30,13,Family,Wargames
3918,Raiders of the Lost Ark Game,5.506,5.81,46,,,1981,1.2,2,6,30,30,8,,
,Palm Reader,5.506,6.12,34,,,2019,1,4,12,10,30,6,,
1008,Die Schlangen von Delhi,5.506,5.67,79,,,1994,1.5,2,4,30,30,8,,
155113,Ark of Animals,5.506,5.81,63,,,2014,1,2,4,30,30,6,,
1578,Roadkill,5.506,5.87,71,,,2017,1,2,5,20,30,7,,
,Candy Crush DUEL: Pocket Edition,5.506,6.02,33,,,2021,0,2,2,15,30,8,,
,Bearly Working,5.506,6.05,33,,,2017,1.33,2,4,20,35,10,,
172410,Flea Market,5.506,5.63,121,19.34,29.44,2015,1,3,5,20,40,8,,
,Magical Unicorn Quest,5.506,7.03,40,,,2019,2.17,2,6,15,40,8,,
192245,Shadow Master,5.506,5.86,40,,,2016,1,3,6,40,40,8,,
,The Plan,5.506,5.81,44,,,2021,1,2,6,20,40,8,,
,5 More Minutes,5.506,6.12,36,,,2021,1,2,6,20,40,8,,
156077,A Fistful of Dinero,5.506,5.8,71,,6.49,2015,2,3,6,30,45,10,,
173344,Booze Barons,5.506,5.65,83,6.75,,2016,1,3,9,25,45,12,,
24820,High Voltage,5.506,6.05,66,17.49,,2006,2,2,4,45,45,10,,
124224,Making Profit: The Boardgame,5.506,5.73,53,17.6,,2012,1.5,2,6,45,45,8,,
145304,Cthulhu's Vault,5.506,5.77,170,23.4,,2015,1.3,3,6,45,45,10,,
246814,Trool Park,5.506,5.85,104,35.16,,2018,2.14,2,4,30,45,10,,
297734,Ganesha,5.506,5.74,151,35.99,,2020,1.67,2,4,20,45,8,,
,Uptown,5.506,6.07,48,,60.76,2022,2,2,4,45,45,10,,
,Land of Clans,5.506,6.07,41,,,2020,1.67,2,4,30,45,8,,
36225,Playbook Football,5.506,6.09,31,,,2008,1.38,2,2,45,45,,,
2364,Black Monday,5.506,5.7,133,,,1988,2.06,2,6,45,45,10,,
232510,Timberman,5.506,6.14,39,,,2017,1,2,6,20,45,6,,
16499,Architekton,5.506,5.56,1072,,,2005,1.61,2,2,30,45,8,Strategy,
,Escape from Las Vegas,5.506,5.83,42,,,2020,1,1,4,45,45,12,,
,Quest: EdiÃ§Ã£o FamÃ­lia,5.506,5.88,50,,,2008,1,2,6,45,45,10,,
2195,Globbo!,5.506,5.74,114,,,1983,1.94,2,2,45,45,12,Abstract,
66245,Party Alias (Travel),5.506,6,53,,,2010,2,4,,45,45,11,,
,The Wall: Fatal Error,5.506,5.99,36,,,2022,1,1,6,45,45,16,,
,Igen? Ã‰s...,5.506,5.78,89,,,2019,1,2,6,20,45,10,,
,RepÃºblica Bananera,5.506,6.26,31,,,2020,1,3,12,20,45,18,,
,Late Night Alias,5.506,6.09,38,,,2018,1,4,12,45,45,18,,
139660,Tasnia,5.506,5.79,86,,,2013,2.25,2,4,45,45,8,,
,Sally Face: Strange Nightmares,5.506,7.56,32,,,2025,2,1,5,45,45,13,,
10353,Playoff One-On-One Hockey Challenge,5.506,5.95,37,,,1995,2.2,2,2,45,45,,Customizable,
114405,Astronauts: The Ultimate Space Game,5.506,5.78,87,,,2011,1.17,2,5,45,45,9,,
,(May Cause) Side Effects,5.506,6.1,43,,,2019,1,4,12,15,45,13,,
252373,Azimuth: Ride The Winds,5.506,6.03,50,,,2018,1.75,2,4,30,45,10,,
239116,Passaportas,5.506,5.75,65,,,2017,1.33,2,6,30,45,8,,
225932,Imperial Storm,5.506,8.42,38,,,2017,2,2,9,20,50,8,,
231040,Nitro,5.506,5.81,57,,,2017,1,2,6,30,50,12,,
,Knights of the Hound Table,5.506,6.23,38,,,2019,1,2,4,35,50,8,,
4450,The Road to Vicksburg: The Battle of Champion Hill,5.506,5.79,68,14.79,,1985,2.36,2,2,60,60,12,Wargames,
3355,Junk Yard,5.506,5.92,32,15.75,,2002,2.5,2,6,60,60,9,Abstract,
7048,Big Top,5.506,5.65,108,15.99,,2003,1.5,3,6,60,60,6,,
184900,Ophiuchus: The Thirteenth Constellation,5.506,6.11,31,17.6,,2015,2,1,4,30,60,12,,
6806,Nautic Miles,5.506,6.08,37,22.3,,1977,1.6,2,6,60,60,,Wargames,
221298,NewSpeak,5.506,5.71,56,24.25,,2021,1.67,3,6,30,60,14,,
248157,Deadpool vs The World,5.506,5.82,133,24.99,,2018,1,3,10,30,60,17,,
32683,Scene It? Harry Potter Second Edition,5.506,5.64,147,,39.95,2007,1,2,12,60,60,8,,
,TOKYO COIN LAUNDRY,5.506,5.77,37,,40,2019,2,1,6,5,60,14,,
104640,Robin Hood,5.506,5.68,91,89.12,,1990,1.4,2,6,60,60,8,,
280201,Troia,5.506,5.6,159,,,2000,1.88,2,4,60,60,9,,
,APBA Soccer,5.506,6.28,36,,,2011,2.33,1,2,60,60,8,,
,Royal Secrets,5.506,6.04,34,,,2021,1,3,5,35,60,10,,
12584,Cloak & Dagger,5.506,6.04,49,,,1984,1.6,2,4,30,60,8,,
,Stones River: Turning Point in Tennessee,5.506,6.03,30,,,2010,2.67,1,2,60,60,12,Wargames,
,Enemy Agent,5.506,5.99,31,,,1975,2,2,2,60,60,9,,
,Trivial Pursuit: DVD â€“ Disney Edition,5.506,5.74,99,,,2005,1.33,2,4,60,60,12,,
,Doomsday Bots,5.506,6.21,34,,,2019,1.5,2,4,30,60,10,,
17517,Clue Mysteries,5.506,5.64,394,,,2005,1.49,2,6,60,60,8,Family,
2337,Droids,5.506,5.66,88,,,1991,2.43,1,4,60,60,12,,
4247,Boarding Party,5.506,5.91,62,,,1982,1.67,1,2,60,60,12,Wargames,
123085,MafiaDollar,5.506,5.94,31,,,2012,1.6,2,6,60,60,12,,
205776,Gentleman's Deal,5.506,5.88,80,,,2016,1,5,9,30,60,12,,
,Outburst: Travel Edition,5.506,5.97,32,,,1991,2,2,99,60,60,7,,
2958,Let's Buy Hollywood,5.506,5.8,52,,,1991,1.67,2,6,60,60,8,,
,Margot: La fÃ©e,5.506,6.24,30,,,2019,2,1,4,15,60,8,,
2203,Suppenkasper,5.506,5.64,115,,,1987,1.7,3,6,60,60,8,,
,MetaZoo: Cryptid Nation,5.506,5.99,41,,,2021,4,2,6,20,60,13,,
4948,Play It By Ear,5.506,5.74,50,,,1991,1.6,2,12,60,60,16,,
2760,Knights of the Dinner Table: Orcs at the Gates,5.506,5.69,129,,,1998,1.54,2,5,60,60,10,,
,KAWA: A Game About Flow,5.506,6.37,36,,,2020,2,2,4,30,60,12,,
,Hair of the Dog,5.506,6.1,62,,,2023,1.67,1,8,30,60,13,,
,Carteros,5.506,6.07,51,,,2020,2,2,4,30,60,8,,
1274,Cue Me!,5.506,5.92,60,,,1989,2,3,8,60,60,,,
4213,Mao,5.506,5.6,445,,,,1.9,2,20,5,60,13,Party,
8892,IGOR: The Mad Scientist's Lament,5.506,5.67,175,,,2004,1.45,2,6,60,60,12,Family,
1983,Frontier-6,5.506,6.4,39,,,1980,1.88,2,6,60,60,10,,
18805,Pacifist,5.506,6.01,31,,,1984,1,3,6,60,60,,,
2527,Attack Force,5.506,5.74,62,,,1982,1.57,2,2,60,60,10,Wargames,
,Scriptoria,5.506,6.57,63,,,2022,2.33,2,4,30,60,10,,
,Chamelequin,5.506,5.98,30,,,1989,1,2,4,60,60,8,Abstract,
,Burn the Witch,5.506,7.52,82,,,2025,2.75,5,15,45,75,14,,
,Tripods!,5.506,6.04,30,,,2013,2.67,2,4,75,75,12,,
,Kumppani,5.506,5.85,36,,,2018,2,4,12,35,80,17,,
169768,Space Opera,5.506,6.21,75,14.08,,2017,2.33,2,4,30,90,14,,
8903,Zama: Hannibal versus Scipio,5.506,5.66,85,16.14,,1992,2.06,2,2,90,90,10,Wargames,
193031,Coal Country,5.506,5.85,46,17.49,,2017,3,2,4,45,90,14,,
8008,The Construction Game,5.506,5.83,86,24.45,,1993,1.5,2,6,90,90,10,,
160550,GodZ,5.506,5.64,98,25.24,,2014,3.14,3,5,90,90,10,,
,Titan Strike! Battle for the Moon of Saturn,5.506,5.82,86,,,1979,2.5,2,2,90,90,10,Wargames,
178229,Adventure Time: Adventures in the Land of Ooo,5.506,6.13,35,,,2015,1.5,1,5,60,90,8,,
,Activity: Gold Edition,5.506,6.03,34,,,1999,1,3,16,90,90,12,,
9569,The Last Starfighter Combat Game,5.506,5.84,40,,,1984,1.5,2,10,90,90,12,Wargames,
14024,Piracy,5.506,6,59,,,2004,2.44,2,5,90,90,14,Wargames,
,Off Topic,5.506,5.93,76,,,2019,1,2,10,30,90,17,,
,The Island of Doctor Necreaux: Second Edition,5.506,6.02,30,,,2018,2,1,4,30,90,14,,
10215,The Fire Next Time,5.506,6.3,35,,,1998,3,2,2,90,90,12,Wargames,
3384,Kerrunch,5.506,5.7,43,,,1991,2,2,2,90,90,8,Wargames,
,AlderQuest,5.506,6.23,35,,,2021,3,1,4,60,90,10,,
4680,"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",5.506,5.81,78,7.31,,1990,3.27,2,2,120,120,12,Wargames,
21040,Waterloo: The Fate of France,5.506,5.93,61,70.26,,2007,2.33,2,2,120,120,12,Wargames,
118950,Mafia,5.506,5.9,46,,,1981,1.75,3,5,60,120,13,Strategy,
9248,Taxi!,5.506,5.96,48,,,,1.67,2,6,120,120,8,,
6404,Seven Days Battles,5.506,5.77,62,,,1993,2.08,2,2,120,120,12,Wargames,
7539,Galactic Starfire,5.506,5.77,73,,,2000,4.2,2,2,120,120,12,Wargames,
,GEMJI,5.506,8.62,30,,,2020,2.67,1,18,1,120,4,Customizable,
,Daimyo Senso,5.506,7.9,36,,,2021,3,1,8,40,120,12,Wargames,
2690,James Clavell's Shogun,5.506,5.66,62,,,1988,2.64,2,5,120,120,12,Wargames,
,"La Campagne de Gettysburg, 1863",5.506,6.39,32,,,1996,2,2,2,120,120,12,Wargames,
6526,Dragon Lords,5.506,6.1,32,,,1993,1.8,2,6,120,120,10,,
,Witch & Bitch,5.506,6.39,31,,,2017,2.4,1,5,60,120,14,,
9610,Travspelet med V65,5.506,5.84,84,,,1982,2,2,6,120,120,10,,
,Blenheim,5.506,5.92,30,,,1977,2.5,2,2,120,120,12,Wargames,
8476,Le Saghe di Conquest,5.506,6.18,30,,,2001,2,3,10,120,120,,,
9110,Superpowers at War,5.506,6.01,38,,,1985,2.8,2,2,120,120,12,Wargames,
6915,1942,5.506,5.69,75,,,1978,2.2,2,2,120,120,12,Wargames,
108711,The Mystery of the Templars,5.506,5.68,163,,89,2013,3.95,2,4,150,150,14,Strategy,
5231,Orcwars,5.506,5.79,58,,,1988,2.11,2,4,120,150,12,Wargames,
10214,The Hundred Years War,5.506,5.83,56,33.71,,1995,3.25,2,2,180,180,12,Wargames,
34713,Desert Duel: First Alamein,5.506,5.78,36,,,2008,1.92,2,2,180,180,,Wargames,
33962,Match of the Season,5.506,5.91,125,,,2008,2.33,2,4,180,180,,,
7131,Napoleon's First Battles,5.506,5.73,80,,,1993,2.23,2,2,180,180,12,Wargames,
,"Wahoo! The Battle of Washington July 8, 1863",5.506,6.07,44,,,1991,2.8,2,2,180,180,12,Wargames,
,The Battles of Bull Run: Manassas â€“ June 1861 and August 1862,5.506,6.1,34,,,1973,2.63,2,2,180,180,12,Wargames,
8835,Stars and Bars,5.506,6.08,39,9.39,,1984,3,2,2,240,240,12,Wargames,
5922,Birth of a Nation,5.506,5.87,45,21.55,,1982,2.4,2,2,120,240,12,Wargames,
8788,Grenadier: Tactical Warfare 1680-1850,5.506,5.8,63,,,1972,2.33,2,2,120,240,12,Wargames,
,"Thunder at Luetzen: Opening Battles for Germany, 1813",5.506,5.79,70,,,1985,2.22,2,2,240,240,12,Wargames,
20888,Assault on Narvik,5.506,6.34,34,,,2005,3,2,2,240,240,12,Wargames,
6087,Sicily '43: The Beginning of the End,5.506,5.78,67,,,1981,2.75,2,4,240,240,12,Wargames,
37142,There Must Be a Victory,5.506,5.98,48,37.76,,2009,2.4,2,2,360,360,,Wargames,
18908,Cactus Throne: The Mexican War of 1862-1867,5.506,5.84,60,37.76,,2005,2.86,2,2,360,360,14,Wargames,
,Chinese Civil War: 1946-1949,5.506,6.04,55,,,1979,2.86,1,2,240,360,12,Wargames,
,Chainmail: Rules for Medieval Miniatures,5.506,5.76,100,,,1971,2.27,2,10,360,360,12,Wargames,
151947,Trivial Pursuit: Doctor Who,5.506,5.57,92,16.14,,2013,1,2,6,,,12,,
,The Solomons Campaign (Second Edition),5.506,6.09,31,,,2008,3,2,2,,,,Wargames,
,STAKD Elite,5.506,5.7,63,,,2024,1,1,8,,,7,Abstract,
,Bzura 1939 (first edition),5.506,5.88,67,,,1992,3.14,2,2,,,,Wargames,
,Moscou 1941: Aux Portes du Kremlin,5.506,6.01,35,,,1995,2.38,2,2,,,12,Wargames,
5039,"The Battle for North Africa: War in the Desert, 1940-42",5.506,5.62,131,,,1996,2.9,1,4,,,,Wargames,
