12693,283208,Runaljod: The sound of the runes
12695,196328,Constantinople
12696,373,Wrott & Swindlers
12697,26890,Wormhole
12698,18536,Nok-Hockey
12700,64769,"Desert War: Egypt, 1940"
12702,14514,Metric Mile
12703,99777,Lupin the 3rd
12704,170980,Elven Castle
12705,1003,Das Regeln Wir Schon!
12706,218923,Pitch Deck
12707,239435,Red HINT
12708,7829,Eagles of the Empire: Friedland
12710,21447,Brother against Brother
12711,111026,"Opération Husky, Sicile 1943"
12713,69,Bollox
12714,322202,Usurper: A Game of Dark Factions
12718,262291,Barakka
12720,9084,Grunwald 1410
12721,106969,BASKETmind
12722,16439,Loot
12724,142691,World Series of Yahtzee
12725,6360,"Antietam: The Bloodiest Day, 17 September 1862"
12726,36333,Dirge: Carnage in Crimson
12727,5733,Star Wars Lightsaber Dueling
12729,220461,Bla5t
12731,4317,Mayday
12734,83228,Fairy Tale in My Pocket
12735,563,Doolittle & Waite
12737,11629,Guillotine
12738,201668,Cosmic Balance
12739,130400,TF22: LOAD!
12743,6919,Invasion: Earth
12744,102150,Rising Sun Railroads
12746,287198,Ka Pai
12747,30264,Ultimus Romanorum: La Chute de Rome
12749,172599,Theomachy: The Ancients
12750,11373,Autumn of Glory
12751,9063,Brettfußball
12752,172875,Drillit! A Fuga da Montanha de Cristal
12753,184797,Dark Frontier
12755,259829,Loser
12756,276,La Guerre de l'Empereur
12757,7735,Fatal Alliances II
12758,5924,Napoleon and the Archduke Charles: The Battle of Aspern-Essling
12759,4503,Grand Prix: F1
12762,20610,Rapid Fire! (Second Edition): Fast Play World War Two Wargames Rules
12763,17939,18US
12764,2721,Wembley
12765,298618,Hatairo
12766,192731,Skiwampus
12767,283848,Control V
12769,27789,Rotterdam
12770,29447,Guerra a Muerte
12772,3182,Vanished!
12773,253862,Little Monster That Came For Lunch And Stayed For Tea
12776,97494,Nordwind 1945
12777,9095,Diplomacy: Classical Variant
12778,3921,Street Illegal
12779,44125,Ogre Castle
12780,13919,"Shiloh: The Battle for Tennessee, 6-7 April, 1862"
12781,18690,Urban War
12782,127229,1830 Cardgame
12783,158604,Aristo-Maze
12788,1916,Shuttles
12790,1405,Adventurer: A Game of Man to Man Brawling in the Far Future
12791,240415,Desktop HEBOCON Battle Kit
12794,77200,All Time Championship Soccer
12796,168834,Rocca Rails
12797,5590,Hallo Dachs!
12798,259501,Xerxes
12799,33427,S'quarrels: A Game of Absolute Nuts
12800,4349,Jutland: Duel of the Dreadnoughts
12801,175265,Piñata Party
12802,226330,Trash Lords
12804,76994,Target: Leningrad
12805,80934,Cité
12806,228310,Captain Dice (????????)
12807,11499,"Chariot: Tactical Warfare in the ""Biblical"" Age, 3000-500 BC"
12808,85165,Chess 2: The Sequel
12809,302268,Godtear: Eternal Glade Starter Set
12810,193103,Ameritocracy
12813,8533,Quintillions
12815,445,Die Osterinsel
12816,123386,Baden-Württemberg Catan
12818,55841,Schwarzes Gold
12820,8743,"Saipan: Conquest of the Marianas, June 1944"
12821,235841,Telma
12822,97329,El mundo de Águila Roja
12824,183404,In A Bind Jr
12827,16719,Manhattan
12828,8461,First Team: Vietnam
12829,132773,Ovni
12830,99791,Road to Enlightenment
12834,13094,Category Game
12835,153486,Age of Assassins
12837,56022,Dice of the Living Dead
12838,280730,Monster! Monster!
12839,36674,Albion 20
12840,149814,Guild Stack
12842,51199,Epic Solitaire Notebook Adventures
12843,7095,Call My Bluff
12844,6768,Battlestar Galactica
12846,249312,War for Indagar
12848,1390,Auf Kurs
12850,166633,Bounce-Off
12852,660,Riffifi
12853,4650,Across the Board
12854,12352,Kineti-Go Magnetic Shuffleboard
12855,163565,"Pirates, Ninjas, Robots, & Zombies"
12856,76920,Orient Bazaar
12857,33140,Hyper Slide
12859,204397,Warhammer Age of Sigmar: Storm of Sigmar
12860,233094,MS Batory
12861,10236,Byzantium
12862,7367,More Backpacks and Blisters
12863,86003,Aether Captains
12864,51401,Pentalath
12865,4683,Prochorovka: Armor at Kursk
12866,183340,Der Schatz der 13 Inseln
12867,11993,"The Cossacks Are Coming!: The Tannenberg Campaign August and September, 1914 – 2nd Edition"
12868,38924,Amerigo
12869,20130,Liebrary
12870,166767,Imperial Harvest
12871,158968,Maha Yodha
12872,6509,The Oilman Game
12875,34245,Wizards of Mickey CCG
12877,285102,Dans les Cordes
12878,15399,Kharkov 1943: le coup de maître de Von Manstein
12880,303552,Magic: The Gathering – Unsanctioned
12881,12129,Giant Monster Rampage
12882,32414,Manimals: Europa 1
12883,179560,Wo ist bitte Umtata?
12886,182581,Super Hazard Quest
12887,123399,Dragon Quest: Slime Race
12888,178572,Waterloo: Quelle Affaire!
12889,262122,Quix!
12890,147145,Primate Fear
12891,321305,Crime Zoom: A Bird of Ill Omen
12892,7943,BattleTech: Battletroops
12893,86169,King's Valley
